text,author,display_name,date,likes,quotes,replies,reposts,uri,url,reply_to,reply_to_uri,reply_to_url,query
"That is so rude and callous! Seriously people, have you no decency?!

I thought we were saying “unalive” these days. ;)",justmejoepdx.bsky.social,JustMeJoePdx,2025-04-03T03:52:44.059Z,50,0,2,0,at://did:plc:knebqkulkbnqtf6g4d2xyzyw/app.bsky.feed.post/3lluytwezgk24,https://bsky.app/profile/did:plc:knebqkulkbnqtf6g4d2xyzyw/post/3lluytwezgk24,Yes,at://did:plc:k2weqoffrljoi7d45jjhjaqk/app.bsky.feed.post/3llupmknees2m,https://bsky.app/profile/did:plc:k2weqoffrljoi7d45jjhjaqk/post/3llupmknees2m,unalive
TRUMP most hated man in history right now; hated maybe mer than Hitler. At least Hitler had the decency to unalive himself!!!!,junkyardjoy3.bsky.social,junkyardjoy3.bsky,2025-04-04T15:56:15.260Z,5,0,0,1,at://did:plc:jfoh2qmlptsp7z7pipumpse2/app.bsky.feed.post/3llyrqlyifs2z,https://bsky.app/profile/did:plc:jfoh2qmlptsp7z7pipumpse2/post/3llyrqlyifs2z,Yes,at://did:plc:jfoh2qmlptsp7z7pipumpse2/app.bsky.feed.post/3llyrmzzr3s2z,https://bsky.app/profile/did:plc:jfoh2qmlptsp7z7pipumpse2/post/3llyrmzzr3s2z,unalive
there is a character named chungus and they also say “unalive”,pinkfart.bsky.social,andrea <3 🍀,2025-04-03T22:04:30.308Z,19,0,5,0,at://did:plc:vnk3vjg74nimdubvcaw3zbxn/app.bsky.feed.post/3llwvu5z4p224,https://bsky.app/profile/did:plc:vnk3vjg74nimdubvcaw3zbxn/post/3llwvu5z4p224,Yes,at://did:plc:vnk3vjg74nimdubvcaw3zbxn/app.bsky.feed.post/3llwvsvolt224,https://bsky.app/profile/did:plc:vnk3vjg74nimdubvcaw3zbxn/post/3llwvsvolt224,unalive
He'll be 82 and will hopefully be unalive by then.,jennifershin.bsky.social,Jennifer Shin,2025-04-02T12:08:12.498Z,49,1,7,7,at://did:plc:bwd25sfs6d4locwcipghbi66/app.bsky.feed.post/3llte2y6gy22k,https://bsky.app/profile/did:plc:bwd25sfs6d4locwcipghbi66/post/3llte2y6gy22k,No,,,unalive
"new ""unalive"" euphemism just dropped",joadsprocket.bsky.social,Joad The Wet Sprocket,2025-03-30T23:50:12.319Z,28,0,0,0,at://did:plc:3nqgwlbyx4i6j553jilcb2lo/app.bsky.feed.post/3llmzviewss2k,https://bsky.app/profile/did:plc:3nqgwlbyx4i6j553jilcb2lo/post/3llmzviewss2k,No,,,unalive
Molly has every right to unalive Kristina by now.,leslieb68.bsky.social,Leslie ,2025-03-30T15:48:54.259Z,3,0,1,0,at://did:plc:tnip6m3flxs2mrlt5bqlc5kd/app.bsky.feed.post/3llm6yu4hek2y,https://bsky.app/profile/did:plc:tnip6m3flxs2mrlt5bqlc5kd/post/3llm6yu4hek2y,Yes,at://did:plc:itooo5oj5hr255oyvszbboh7/app.bsky.feed.post/3llhu2xqa4s2o,https://bsky.app/profile/did:plc:itooo5oj5hr255oyvszbboh7/post/3llhu2xqa4s2o,unalive
Because in Dictatorships it’s a waste of money to save the sick and disabled and old. They would unalive these people without a thought.  Why waste money on them. That’s the economics,debsmith1647.bsky.social,,2025-03-30T03:14:18.635Z,29,0,1,1,at://did:plc:stjjhxmg7igobpbyyiy6kt65/app.bsky.feed.post/3llkutjw2sk26,https://bsky.app/profile/did:plc:stjjhxmg7igobpbyyiy6kt65/post/3llkutjw2sk26,Yes,at://did:plc:y5xyloyy7s4a2bwfeimj7r3b/app.bsky.feed.post/3lljxj22npk25,https://bsky.app/profile/did:plc:y5xyloyy7s4a2bwfeimj7r3b/post/3lljxj22npk25,unalive
"can we extend this to ""unalive"" also?",yodoops.bsky.social,doops.,2025-03-30T16:29:52.359Z,4,0,1,0,at://did:plc:heyj4lbfp3znjle5kjoxa3xv/app.bsky.feed.post/3llmbc4dqms2n,https://bsky.app/profile/did:plc:heyj4lbfp3znjle5kjoxa3xv/post/3llmbc4dqms2n,Yes,at://did:plc:h3y3f4pmwha4pqzekjpbjg4s/app.bsky.feed.post/3llmaimdgus2t,https://bsky.app/profile/did:plc:h3y3f4pmwha4pqzekjpbjg4s/post/3llmaimdgus2t,unalive
"Tough stuff, I think if an ice agent tried snatching me up I would unalive the dude and take my chances through the court system. I have a feeling if you make it down to El Salvador you probably aren't ever getting out.",420buddha.bsky.social,420buddha,2025-03-30T03:33:24.896Z,11,0,2,0,at://did:plc:n2mdj65y3l2owpgofxjm7mrh/app.bsky.feed.post/3llkvvp3d722f,https://bsky.app/profile/did:plc:n2mdj65y3l2owpgofxjm7mrh/post/3llkvvp3d722f,Yes,at://did:plc:uo2fna47c4v6zcnklxfhcvjb/app.bsky.feed.post/3llkvmetxis22,https://bsky.app/profile/did:plc:uo2fna47c4v6zcnklxfhcvjb/post/3llkvmetxis22,unalive
And I wonder why people say I have resting bitch face 😅,ottersf.bsky.social,Chris,2025-03-29T16:39:48.982Z,171,0,5,1,at://did:plc:ulrtvofkoeck4nq5rz2kpomb/app.bsky.feed.post/3lljrexuvx22j,https://bsky.app/profile/did:plc:ulrtvofkoeck4nq5rz2kpomb/post/3lljrexuvx22j,No,,,unalive
"Every cold season, i have a deep fear of never seeing him again (as in he’s unalive) because he chooses to stay in his hide more.",potat0princess.has.army,✨ potato ✨,2025-03-30T16:37:32.374Z,2,0,1,0,at://did:plc:xygwtbnfmwfztjxs3ylvik4w/app.bsky.feed.post/3llmbpt2vkk2s,https://bsky.app/profile/did:plc:xygwtbnfmwfztjxs3ylvik4w/post/3llmbpt2vkk2s,Yes,at://did:plc:xygwtbnfmwfztjxs3ylvik4w/app.bsky.feed.post/3llmbpt2a322s,https://bsky.app/profile/did:plc:xygwtbnfmwfztjxs3ylvik4w/post/3llmbpt2a322s,unalive
The contrast in these static faces as Yugi sends him to the unalive realm is peak video game storytelling,omgmorejames.bsky.social,James W,2025-03-29T23:23:37.943Z,20,0,1,0,at://did:plc:sdjhfk65lymdqgpumqnxomdn/app.bsky.feed.post/3llkhx2g5nk2y,https://bsky.app/profile/did:plc:sdjhfk65lymdqgpumqnxomdn/post/3llkhx2g5nk2y,No,,,unalive
"One of vlad's cars blew up in Moscow. 

He's afraid one of his own soldiers might unalive his miserable ass.

I love this for him. May he not know another moment of security or peace for the rest of his life. 
www.thesun.co.uk/news/3413438...",curious-bystander.bsky.social,Curious Bystander ,2025-03-30T04:24:09.080Z,4,0,0,0,at://did:plc:lhi6xaqo5durreflfjfykbjx/app.bsky.feed.post/3llkyqgak2s2p,https://bsky.app/profile/did:plc:lhi6xaqo5durreflfjfykbjx/post/3llkyqgak2s2p,No,,,unalive
I got RSV vaccine. I’m a grandma & getting another grandchild this summer. I’m afraid if I wait RFKjr will have stopped vaccinations. Is there a way to check if anti vaccine folks are getting money for their opinions? What’s in it for anyone to let Americans unalive when prevention is so simple?🍸,jkrebs930.bsky.social,,2025-03-30T13:50:11.523Z,2,0,0,0,at://did:plc:mjpp5cw53kmoulxwbx7ce2y2/app.bsky.feed.post/3lllyeldths2g,https://bsky.app/profile/did:plc:mjpp5cw53kmoulxwbx7ce2y2/post/3lllyeldths2g,Yes,at://did:plc:3qbzbnzpr4eel5hl7p5apf6y/app.bsky.feed.post/3llkiyala222j,https://bsky.app/profile/did:plc:3qbzbnzpr4eel5hl7p5apf6y/post/3llkiyala222j,unalive
"Obnoxious Gen-Z pred who keeps threatening to ""unalive"" you~~",thereexistsk.bsky.social,Kayden RizzChimp,2025-03-28T22:58:40.489Z,3,0,0,1,at://did:plc:27xpscoc3jhcbvwyxhiwhpmj/app.bsky.feed.post/3llhw3iuam22y,https://bsky.app/profile/did:plc:27xpscoc3jhcbvwyxhiwhpmj/post/3llhw3iuam22y,No,,,unalive
"What an absolute joke he is. He has caused immeasurable damage and suffering with his DOGE department shutdowns and firings.
The damage to US agriculture alone will cost farmers millions and cause some of them to unalive themselves!",kevswatching.bsky.social,Kevin Kyle,2025-03-29T17:19:30.966Z,4,0,0,0,at://did:plc:k7tkpoc7imcrlv7omeoddj3w/app.bsky.feed.post/3lljtlxiujk2s,https://bsky.app/profile/did:plc:k7tkpoc7imcrlv7omeoddj3w/post/3lljtlxiujk2s,Yes,at://did:plc:ihbkskl5vmc3k67nt4ey2wl5/app.bsky.feed.post/3lljqjkxnyc2o,https://bsky.app/profile/did:plc:ihbkskl5vmc3k67nt4ey2wl5/post/3lljqjkxnyc2o,unalive
"Can't afford to die, can't afford not to.

Totally normals Labour policies, I hate these cunts more than I ever hated the Tories, something I believed impossible - anyone still supporting these scum should unalive themselves now.",alisonrossiter.bsky.social,Alison Rossiter,2025-03-28T13:17:16.305Z,11,0,2,4,at://did:plc:qgdpvtlmvhgg6o4zkj62onwg/app.bsky.feed.post/3llgvlupgo22k,https://bsky.app/profile/did:plc:qgdpvtlmvhgg6o4zkj62onwg/post/3llgvlupgo22k,No,,,unalive
"Iran told Trump they will unalive him for the killing of their leader during his first time in office. He has been getting threats from them since then and it's only been evolving. As long as they don't unalive innocent people, by all means do us the fucking favor.",kerf74.bsky.social,kerf74,2025-03-27T15:41:28.931Z,19,0,3,0,at://did:plc:gma5snqbjmbrliuqxdcl6m66/app.bsky.feed.post/3llen6szuqk22,https://bsky.app/profile/did:plc:gma5snqbjmbrliuqxdcl6m66/post/3llen6szuqk22,No,,,unalive
To go ahead and unalive myself,pleasuredoll.bsky.social,Raven🏳️‍⚧️🐈‍⬛🎀🏳️‍🌈🇨🇦🇺🇦,2025-03-28T00:36:47.285Z,3,0,2,0,at://did:plc:3qbg7b3brvgjyyqeta63mrkf/app.bsky.feed.post/3llfl3ziat22y,https://bsky.app/profile/did:plc:3qbg7b3brvgjyyqeta63mrkf/post/3llfl3ziat22y,Yes,at://did:plc:wnmrqaydfo243g2jbigakpx7/app.bsky.feed.post/3llfksvufok2t,https://bsky.app/profile/did:plc:wnmrqaydfo243g2jbigakpx7/post/3llfksvufok2t,unalive
"Or harm or even unalive them 

And we can't count on any recourse for that, or any illegal injustice they are perpetrating",jenmindelen.bsky.social,Jen needs a Wishing Well,2025-03-27T20:11:44.606Z,12,0,1,0,at://did:plc:kcrh4luq6a4gbdorcfvkyk3m/app.bsky.feed.post/3llf4c3iztk2e,https://bsky.app/profile/did:plc:kcrh4luq6a4gbdorcfvkyk3m/post/3llf4c3iztk2e,Yes,at://did:plc:h7uw7k2b6eubuvkhj5i73ox5/app.bsky.feed.post/3llf3i44g6k2h,https://bsky.app/profile/did:plc:h7uw7k2b6eubuvkhj5i73ox5/post/3llf3i44g6k2h,unalive
Good news and bad news with Scooby bunny,bpdmillennialwitch.bsky.social,BPD Millennial Aquarius Witch,2025-03-29T11:25:33.419Z,3,0,0,0,at://did:plc:yioyxg6ym5gtda5yprh2p4c7/app.bsky.feed.post/3llj7szsnd22v,https://bsky.app/profile/did:plc:yioyxg6ym5gtda5yprh2p4c7/post/3llj7szsnd22v,No,,,unalive
"Dawg a woman saying this about me would make me unalive 😭😭😭😭😭😭😭😭😭😭 

FUCK😭",basedafrican.bsky.social,Tony🗽🎹,2025-03-28T03:22:05.537Z,4,0,1,2,at://did:plc:w342oe4b4tfsnf5rqh2qapiu/app.bsky.feed.post/3llfudmbbs22f,https://bsky.app/profile/did:plc:w342oe4b4tfsnf5rqh2qapiu/post/3llfudmbbs22f,No,,,unalive
,blisterpearl.bsky.social,scha·den·freu·de,2025-03-25T23:54:36.085Z,374,5,15,43,at://did:plc:ecqey3hdtvj7x4fqs5egqr2w/app.bsky.feed.post/3llahsqmosc2g,https://bsky.app/profile/did:plc:ecqey3hdtvj7x4fqs5egqr2w/post/3llahsqmosc2g,No,,,unalive
I will FOREVER hate the term “unalive”.  It sounds SO fucking childish!,kingblackbird.bsky.social,King Blackbird ,2025-03-27T02:53:00.231Z,6,0,1,1,at://did:plc:p5g7tsttk3ujlsohg5lvflv5/app.bsky.feed.post/3lldcaoe2es2q,https://bsky.app/profile/did:plc:p5g7tsttk3ujlsohg5lvflv5/post/3lldcaoe2es2q,No,,,unalive
"They won't unalive them though.  Most likely it will be a forced labor type of thing.

Both scenarios just awful.",jillian-kate714.bsky.social,Jillian Kate,2025-03-27T15:21:33.145Z,3,0,1,0,at://did:plc:zpi2h7jv3e73g7yvkluhtivk/app.bsky.feed.post/3llem36nfxc2x,https://bsky.app/profile/did:plc:zpi2h7jv3e73g7yvkluhtivk/post/3llem36nfxc2x,Yes,at://did:plc:gqz23hgcdrwqb7yqe5ddzmyd/app.bsky.feed.post/3llel4tsjdc2x,https://bsky.app/profile/did:plc:gqz23hgcdrwqb7yqe5ddzmyd/post/3llel4tsjdc2x,unalive
And people say Elonia is completely useless… he’s not .. he’s a uniting villain to bring us all together… fucking hate them all… everyday they are not unalive is a sad day for me..,katyys.bsky.social,Katy,2025-03-26T13:50:53.683Z,60,0,4,4,at://did:plc:lyjc57ajypsarxkh2pigy5md/app.bsky.feed.post/3llbwk5pgek2i,https://bsky.app/profile/did:plc:lyjc57ajypsarxkh2pigy5md/post/3llbwk5pgek2i,Yes,at://did:plc:qxwx3yb4m3dmjbu5luyyi7zm/app.bsky.feed.post/3llboozgxm22v,https://bsky.app/profile/did:plc:qxwx3yb4m3dmjbu5luyyi7zm/post/3llboozgxm22v,unalive
"Merikh in all his glory

The fourth one is finally here! Merikh in all his nakey glory, with his fancy peen out. Yes, this is what our big bonehead looks like. 
I love his ""I will unalive you"" gesture.

Book: A Soul to Guide
Duskwalker Brides 4

Art bt Zinyx @zinyx.bsky.social",opalreyne.bsky.social,Opal Reyne,2025-03-26T12:53:36.560Z,221,1,5,34,at://did:plc:4bvrrujzoypqlzu5pypjrcie/app.bsky.feed.post/3llbtdpzdus2b,https://bsky.app/profile/did:plc:4bvrrujzoypqlzu5pypjrcie/post/3llbtdpzdus2b,No,,,unalive
"lowkey a bit s*icidal. i’m safe and i’m not going to do anything but it’s always shocking when i feel like this, like my own brain is telling me to unalive?? mental illness is wild. fuck off brain, kill me yourself you coward i won’t do your dirty work!!",bijoufoxx.bsky.social,foxx 🌼,2025-03-26T18:54:59.241Z,31,0,4,0,at://did:plc:e4k24e3ka4aqtuzmjk4crmqn/app.bsky.feed.post/3llchjvzo422w,https://bsky.app/profile/did:plc:e4k24e3ka4aqtuzmjk4crmqn/post/3llchjvzo422w,No,,,unalive
"Holding the crowd back? The crowd helped shove her (willingly) thru a broken door and she got shot after being warned. If the mother gave af about her daughter, she would have given a shit about who the men were who helped her unalive herself. 

GOP only speaks lies. jfc.",karinaxlsm.bsky.social,Karina,2025-03-27T00:40:43.113Z,22,0,0,0,at://did:plc:wpaoegwvximttxjje3p7zrih/app.bsky.feed.post/3lld2u4wfm22v,https://bsky.app/profile/did:plc:wpaoegwvximttxjje3p7zrih/post/3lld2u4wfm22v,Yes,at://did:plc:vpfavbhwv4okwh6ydgp5uxf6/app.bsky.feed.post/3llc6kpvjps2m,https://bsky.app/profile/did:plc:vpfavbhwv4okwh6ydgp5uxf6/post/3llc6kpvjps2m,unalive
Specifically an unalive one because odds are Laken Riley would’ve been opposed to this 💩 and spoken out. Her family should be ashamed for allowing her to be used,arceevotes.bsky.social,Amanirenas,2025-03-27T11:18:31.234Z,5,0,1,0,at://did:plc:b6xyoylm6w4sgi2wqrfwmijw/app.bsky.feed.post/3lle6imarjc2v,https://bsky.app/profile/did:plc:b6xyoylm6w4sgi2wqrfwmijw/post/3lle6imarjc2v,Yes,at://did:plc:vtx76yqwxtfhjcgzvh4cnvvk/app.bsky.feed.post/3lle6b6n4522x,https://bsky.app/profile/did:plc:vtx76yqwxtfhjcgzvh4cnvvk/post/3lle6b6n4522x,unalive
Fuck that court bullshit! Unalive that fat orange fuck!,jetishtar.bsky.social,Jet Ishtar,2025-03-25T22:04:39.459Z,11,0,0,1,at://did:plc:tkq2e3maey6tvqmxv5afysjd/app.bsky.feed.post/3llabo5ln7s2u,https://bsky.app/profile/did:plc:tkq2e3maey6tvqmxv5afysjd/post/3llabo5ln7s2u,Yes,at://did:plc:bg5vuqejktlwjgcdsm3jyv73/app.bsky.feed.post/3llabfkntwc25,https://bsky.app/profile/did:plc:bg5vuqejktlwjgcdsm3jyv73/post/3llabfkntwc25,unalive
   Using emojis when you unalive people is so  ??????  Twisted  and evil .,overallthiscrap.bsky.social,DonnaDee 💙 ,2025-03-26T22:06:32.223Z,2,0,0,0,at://did:plc:icj6yerhuacwen23qlsta7p5/app.bsky.feed.post/3llcsago2bz2e,https://bsky.app/profile/did:plc:icj6yerhuacwen23qlsta7p5/post/3llcsago2bz2e,Yes,at://did:plc:pmhyscv7t7incelmoevkijpr/app.bsky.feed.post/3llciqhojuk2v,https://bsky.app/profile/did:plc:pmhyscv7t7incelmoevkijpr/post/3llciqhojuk2v,unalive
"grabs a mirror 

sees frosted tips 

tries to unalive myself in the elevator",captainacab.airbud.website,alber,2025-03-26T16:27:34.798Z,2,0,1,0,at://did:plc:sqfneztmrppffi4jambf7i56/app.bsky.feed.post/3llc7cdcoqc2o,https://bsky.app/profile/did:plc:sqfneztmrppffi4jambf7i56/post/3llc7cdcoqc2o,Yes,at://did:plc:5eqjgczhbxjy4ct3z7xhj46p/app.bsky.feed.post/3llc72k24qc2f,https://bsky.app/profile/did:plc:5eqjgczhbxjy4ct3z7xhj46p/post/3llc72k24qc2f,unalive
if moving the firehose consumers to their own servers and batching writes doesn't fix the after dark feed lag issue I'm gonna unalive myself,slut.dog,Pupperlily Doggerkettle 🔞 🔜 LVFC,2025-03-25T18:20:47.371Z,12,0,1,0,at://did:plc:bfuck3vwwacatltdmnilloym/app.bsky.feed.post/3ll7v5tqssk24,https://bsky.app/profile/did:plc:bfuck3vwwacatltdmnilloym/post/3ll7v5tqssk24,No,,,unalive
Everything trump touches becomes unalive.,animallover24.bsky.social,,2025-03-25T18:22:31.320Z,7,0,0,0,at://did:plc:pfykerdzh2tkjkvkzgyojnya/app.bsky.feed.post/3ll7vawv3is22,https://bsky.app/profile/did:plc:pfykerdzh2tkjkvkzgyojnya/post/3ll7vawv3is22,Yes,at://did:plc:2nbivsxio2j5pvzmz2ov3uit/app.bsky.feed.post/3ll6a57ez2s2q,https://bsky.app/profile/did:plc:2nbivsxio2j5pvzmz2ov3uit/post/3ll6a57ez2s2q,unalive
Oh almost without a doubt “light gun guy” was also “loose leaf notebook unalive threats written with the penmanship of a kindergartner” guy,kimota1977.bsky.social,Miracle Man,2025-03-26T00:29:54.441Z,5,0,0,0,at://did:plc:76bpek7gv2p4ruiytujezdyv/app.bsky.feed.post/3llajrutrtc2o,https://bsky.app/profile/did:plc:76bpek7gv2p4ruiytujezdyv/post/3llajrutrtc2o,Yes,at://did:plc:a6pmadwqt3aiylx5gf53vh6o/app.bsky.feed.post/3llagirvzh327,https://bsky.app/profile/did:plc:a6pmadwqt3aiylx5gf53vh6o/post/3llagirvzh327,unalive
dia 4653 sem twitter: pessoas que escrevem unalive nao ironicamente e puriteens não são reais,frankenputo.is-extremely.gay,Gui,2025-03-24T23:38:07.650Z,12,0,1,1,at://did:plc:6eq6mxf2nakncclbior5bibg/app.bsky.feed.post/3ll5wgejcak2j,https://bsky.app/profile/did:plc:6eq6mxf2nakncclbior5bibg/post/3ll5wgejcak2j,No,,,unalive
"toda geração é cringe na internet. o pessoal de meia idade posta as coisas de meia idade deles, os millennials as coisas de millennial, os gen z escrevem 4ss4ss1nat0 e unalive chamam estupro de grape no tiktok. só os velhos que escrevem tipo EU GOSTARIA DE PEDIR UMA PIZZA . no facebook postam bem.",thedevils1971.bsky.social,fancam de misoprostol,2025-03-24T18:25:37.637Z,110,3,2,11,at://did:plc:sapcb4ajgnq5xelltkusd77j/app.bsky.feed.post/3ll5exl4coc2b,https://bsky.app/profile/did:plc:sapcb4ajgnq5xelltkusd77j/post/3ll5exl4coc2b,No,,,unalive
"In this episode of #Hitman Ball Z: Can Agent 47 unalive his next target?

Yes, the answer is yes.

He can do it on my channel:
www.twitch.tv/Simon_Novak

#Vtuber #ENVtuber #EyeSeeYou",simonnovak.bsky.social,👁️ Simon Novak 👁️ Ordinary Human Extraordinaire,2025-03-25T23:54:45.965Z,4,0,1,0,at://did:plc:q62356zyce5y2ljb4m56dkh7/app.bsky.feed.post/3llaht226b22b,https://bsky.app/profile/did:plc:q62356zyce5y2ljb4m56dkh7/post/3llaht226b22b,No,,,unalive
"thinking about the scene in Sonic and the Black Knight where Sir Gawain (Knuckles) tried to unalive himself in an attempt to preserve his honor.

(Medieval knights did not do this)",memebeanmachine.bsky.social,Meme Bean,2025-03-25T08:42:25.559Z,7,0,0,1,at://did:plc:3yfwqhd2utifsellj7znynny/app.bsky.feed.post/3ll6utnjlis22,https://bsky.app/profile/did:plc:3yfwqhd2utifsellj7znynny/post/3ll6utnjlis22,No,,,unalive
"I’m highkey gonna unalive myself, sweaty",iamtherog.com,Roger (Perpetual Stu),2025-03-23T15:51:23.337Z,34,0,0,0,at://did:plc:qo5ys7tlwgwwxdhwnirgnwcl/app.bsky.feed.post/3ll2luu2pe22t,https://bsky.app/profile/did:plc:qo5ys7tlwgwwxdhwnirgnwcl/post/3ll2luu2pe22t,Yes,at://did:plc:g62tajye723r3fa4gqw7l7ql/app.bsky.feed.post/3ll2lsccohk27,https://bsky.app/profile/did:plc:g62tajye723r3fa4gqw7l7ql/post/3ll2lsccohk27,unalive
"the term ""unalive"" has done such damage to people's vocabularies that they forget that we already have words like resurrected to describe characters that came back to life",emryspaperart.bsky.social,moth 🌸🍵🌸 ,2025-03-24T16:09:51.211Z,5,0,1,0,at://did:plc:be6w7fv46hqni7f4kblrajqa/app.bsky.feed.post/3ll55es33kk2d,https://bsky.app/profile/did:plc:be6w7fv46hqni7f4kblrajqa/post/3ll55es33kk2d,No,,,unalive
The constant Gemini pop ups in Gmail are going to make me unalive something (myself),knguyen.bsky.social,Kevin Nguyen,2025-03-23T23:31:43.417Z,5,0,0,0,at://did:plc:wfdf7e5vb4y54hhvq64foncv/app.bsky.feed.post/3ll3flymrn22j,https://bsky.app/profile/did:plc:wfdf7e5vb4y54hhvq64foncv/post/3ll3flymrn22j,No,,,unalive
He lowkey tried to unalive someone and got arrested.,biensur-jetaime.bsky.social,Chaos Cherub,2025-03-24T01:51:45.847Z,3,0,4,0,at://did:plc:exknrfggcngn7eqgfhqnxwqk/app.bsky.feed.post/3ll3ngfshrk2v,https://bsky.app/profile/did:plc:exknrfggcngn7eqgfhqnxwqk/post/3ll3ngfshrk2v,No,,,unalive
"Frustrated that the term ""unalive"" is everywhere online now. I know the algorithm fucks things over on lots of sites, but screw that. Just say kill. Tired of corporate bullshit trying to cleanse our vocabulary.",nsane99.bsky.social,Nsane99,2025-03-22T21:53:50.581Z,87,2,5,27,at://did:plc:fwpgplkiwk3o32blf37h6mdb/app.bsky.feed.post/3lkypo2fabk2r,https://bsky.app/profile/did:plc:fwpgplkiwk3o32blf37h6mdb/post/3lkypo2fabk2r,No,,,unalive
Sounds more vindictive than mentally ill. I think labeling this type of threat as mental illness excuses his desire to unalive anyone or anything he associates as leftist.,mlulucam.bsky.social,M,2025-03-23T03:22:21.013Z,7,0,1,0,at://did:plc:zsu4op2xlfke5uwh5at4pd4e/app.bsky.feed.post/3lkzbzhpt3226,https://bsky.app/profile/did:plc:zsu4op2xlfke5uwh5at4pd4e/post/3lkzbzhpt3226,Yes,at://did:plc:lketznefk3fy6cfcn33r5vr3/app.bsky.feed.post/3lkz7wnvtwk2n,https://bsky.app/profile/did:plc:lketznefk3fy6cfcn33r5vr3/post/3lkz7wnvtwk2n,unalive
"The richest man in the world has hair plugs, a plastic jawline, an unalive frankenpenis, and... Moobs.

Money can't buy everything. 🤷🏼‍♂️",bdemayo.bsky.social,Bill DeMayo,2025-03-22T10:47:35.765Z,105,0,12,25,at://did:plc:h4kbkaqns7u6vamriwdrjqpc/app.bsky.feed.post/3lkxkgph6ms2m,https://bsky.app/profile/did:plc:h4kbkaqns7u6vamriwdrjqpc/post/3lkxkgph6ms2m,No,,,unalive
Kill the Nazi within you so a democrat doesn’t have to physically unalive you out of desperation 😂,big-steppa.bsky.social,Step,2025-03-23T10:30:40.557Z,3,0,1,2,at://did:plc:iqfdqthkrvhigvy2hht3hprz/app.bsky.feed.post/3lkzzxepnz22j,https://bsky.app/profile/did:plc:iqfdqthkrvhigvy2hht3hprz/post/3lkzzxepnz22j,No,,,unalive
"Concept: a guy who does old time Appalachian songs on TikTok but keeps getting censored until he changes all the words to like ""if moonshine don't unalive me I'll live til I don't""",songsforhorses.com,Department of Spike Fiddles and Jaw Harps,2025-03-22T23:53:26.092Z,8,0,0,0,at://did:plc:l2vkamn32jkbh5n42phbhfkl/app.bsky.feed.post/3lkywdvigb22s,https://bsky.app/profile/did:plc:l2vkamn32jkbh5n42phbhfkl/post/3lkywdvigb22s,No,,,unalive
My fav drivers are always the looks like a Cinnabon but could unalive you type,milysports.bsky.social,Mily,2025-03-22T12:14:41.632Z,6,0,0,0,at://did:plc:nlrwoz76esuvhvihczrb3zy5/app.bsky.feed.post/3lkxpch7hrd2r,https://bsky.app/profile/did:plc:nlrwoz76esuvhvihczrb3zy5/post/3lkxpch7hrd2r,No,,,unalive
"My two cents about Wakanda having the cure to cancer, is that it makes sense for them to have it and hide it, considering there’s people out in the real world who have it too but don’t say anything, since Big Pharma, the CIA and UN would probably team up and unalive them.",onakaverse.bsky.social,Jay 🪐🇨🇩 ,2025-03-23T15:25:57.308Z,2,0,0,0,at://did:plc:n26mwduw3waslxbk2iu5ddsy/app.bsky.feed.post/3ll2kheq2mc22,https://bsky.app/profile/did:plc:n26mwduw3waslxbk2iu5ddsy/post/3ll2kheq2mc22,No,,,unalive
Russia should unalive herself,dov.bsky.social,Nukes for Eilistraee 🇺🇦🇱🇹,2025-03-21T18:04:45.763Z,26,0,0,2,at://did:plc:gmbqy5pcenb4bduadxtinou7/app.bsky.feed.post/3lkvsfituik23,https://bsky.app/profile/did:plc:gmbqy5pcenb4bduadxtinou7/post/3lkvsfituik23,No,,,unalive
"Mask ban with measles and H5N1 incoming, Covid still ongoing, and a county with one of the lowest vaccination rates (for any disease) in the country

This will go very well

(Still voting blue tho bc the other party wants to flat out imprison or unalive me & millions of others, I hate this country)",jenmindelen.bsky.social,Jen needs a Wishing Well,2025-03-22T15:46:58.791Z,12,0,0,0,at://did:plc:kcrh4luq6a4gbdorcfvkyk3m/app.bsky.feed.post/3lky362cnnk2g,https://bsky.app/profile/did:plc:kcrh4luq6a4gbdorcfvkyk3m/post/3lky362cnnk2g,Yes,at://did:plc:awzzrtrcrvpnxi3ph2sbhxwv/app.bsky.feed.post/3lkxwyied6s2s,https://bsky.app/profile/did:plc:awzzrtrcrvpnxi3ph2sbhxwv/post/3lkxwyied6s2s,unalive
wish he was unalive.,tchallaforever.bsky.social,Mandla Ntuthuko,2025-03-21T17:00:47.257Z,16,0,1,0,at://did:plc:wayinh6t5lste5lph7wolkic/app.bsky.feed.post/3lkvot45yhc2k,https://bsky.app/profile/did:plc:wayinh6t5lste5lph7wolkic/post/3lkvot45yhc2k,Yes,at://did:plc:e3tcjbnchhujbpojmkxjwdgn/app.bsky.feed.post/3lkvo5wfqzc2p,https://bsky.app/profile/did:plc:e3tcjbnchhujbpojmkxjwdgn/post/3lkvo5wfqzc2p,unalive
"I saw someone say Power Word Unalive so, I'm logging off.",ttrpgifs.bsky.social,ttrpgifs,2025-03-21T18:12:48.019Z,27,0,1,1,at://did:plc:jshfr2euksrhn4rtacmkuraz/app.bsky.feed.post/3lkvstur5mk2s,https://bsky.app/profile/did:plc:jshfr2euksrhn4rtacmkuraz/post/3lkvstur5mk2s,No,,,unalive
